width,height,iter,time
81,27,5,0.2059
81,81,5,0.6114999999999999
243,81,5,1.8536
243,243,5,5.5058
729,243,5,16.610599999999998
729,729,5,49.936
2187,729,5,149.95
2187,2187,5,447.85699999999997
6561,2187,5,1357.81
6561,6561,5,4079.37
19683,6561,5,12443.5
19683,19683,5,36742.799999999996
59049,19683,5,110659.0
