width,height,iter,time
128,64,5,0.1977
128,128,5,0.3921
256,128,5,0.26899999999999996
256,256,5,0.3473
512,256,5,0.48869999999999997
512,512,5,0.4191
1024,512,5,0.4815
1024,1024,5,1.6177
2048,1024,5,1.3689
2048,2048,5,2.1483
4096,2048,5,4.3427
4096,4096,5,8.2401
8192,4096,5,17.1462
8192,8192,5,32.8071
16384,8192,5,63.770399999999995
16384,16384,5,113.657
32768,16384,5,213.61599999999999
32768,32768,5,429.075
65536,32768,5,851.283
