width,height,iter,time
128,64,5,0.021248
128,128,5,0.024832
256,128,5,0.03296
256,256,5,0.049536
512,256,5,0.081696
512,512,5,0.14688
1024,512,5,0.278272
1024,1024,5,0.542624
2048,1024,5,1.06698
2048,2048,5,1.89091
4096,2048,5,3.53584
4096,4096,5,6.84208
8192,4096,5,13.4674
8192,8192,5,26.7348
16384,8192,5,53.6186
16384,16384,5,106.195
32768,16384,5,206.263
32768,32768,5,408.784
65536,32768,5,981.07
