width,height,iter,time
81,27,5,0.0208
81,81,5,0.021728
243,81,5,0.032896
243,243,5,0.056896
729,243,5,0.126688
729,729,5,0.345472
2187,729,5,1.02752
2187,2187,5,2.88598
6561,2187,5,8.30541
6561,6561,5,25.007
19683,6561,5,80.0029
19683,19683,5,234.804
59049,19683,5,672.473
