width,height,iter,time
8,4,5,0.259
8,8,5,0.31779999999999997
16,8,5,0.2379
16,16,5,0.3126
32,16,5,0.29469999999999996
32,32,5,0.32849999999999996
64,32,5,0.2365
64,64,5,0.1867
128,64,5,0.1928
128,128,5,0.2225
256,128,5,0.3988
256,256,5,0.2873
512,256,5,0.2791
512,512,5,0.4528
1024,512,5,0.4375
1024,1024,5,0.7993
2048,1024,5,1.3878
2048,2048,5,3.1117999999999997
4096,2048,5,5.4151
