width,height,iter,time
128,64,5,0.42279999999999995
128,128,5,0.3075
256,128,5,0.292
256,256,5,0.27699999999999997
512,256,5,0.4382
512,512,5,0.4067
1024,512,5,0.4652
1024,1024,5,0.725
2048,1024,5,1.5720999999999998
2048,2048,5,2.2767
4096,2048,5,6.3536
4096,4096,5,8.6706
8192,4096,5,20.4713
8192,8192,5,33.443
16384,8192,5,66.60119999999999
16384,16384,5,125.57
32768,16384,5,223.77499999999998
32768,32768,5,451.45799999999997
65536,32768,5,886.914
