width,height,iter,time
4,2,5,0.0007999999999999999
4,4,5,0.0024
8,4,5,0.0029
8,8,5,0.0075
16,8,5,0.013699999999999999
16,16,5,0.0304
32,16,5,0.0472
32,32,5,0.10729999999999999
64,32,5,0.1883
64,64,5,0.3978
128,64,5,0.7937
128,128,5,1.5185
256,128,5,3.0829999999999997
256,256,5,6.1537
512,256,5,12.511199999999999
512,512,5,24.9809
1024,512,5,50.0008
1024,1024,5,99.2337
2048,1024,5,199.084
2048,2048,5,402.827
