width,height,iter,time
128,64,5,0.2375
128,128,5,0.2774
256,128,5,0.3054
256,256,5,0.3735
512,256,5,0.3644
512,512,5,0.9218
1024,512,5,0.4266
1024,1024,5,0.6688
2048,1024,5,1.3671
2048,2048,5,2.2382999999999997
4096,2048,5,4.1978
4096,4096,5,8.805
8192,4096,5,16.9061
8192,8192,5,32.4587
16384,8192,5,64.4547
16384,16384,5,109.82
32768,16384,5,214.54999999999998
32768,32768,5,424.26
65536,32768,5,847.6229999999999
