width,height,iter,time
128,64,5,0.017856
128,128,5,0.02096
256,128,5,0.029472
256,256,5,0.04336
512,256,5,0.067648
512,512,5,0.12272
1024,512,5,0.231072
1024,1024,5,0.482912
2048,1024,5,0.958624
2048,2048,5,2.19155
4096,2048,5,4.76112
4096,4096,5,9.50144
8192,4096,5,20.0692
8192,8192,5,34.2147
16384,8192,5,61.5164
16384,16384,5,98.6957
32768,16384,5,192.41
32768,32768,5,389.74
65536,32768,5,792.907
