width,height,iter,time
128,64,5,0.015776
128,128,5,0.020032
256,128,5,0.026592
256,256,5,0.038048
512,256,5,0.06368
512,512,5,0.114944
1024,512,5,0.215936
1024,1024,5,0.416768
2048,1024,5,0.819936
2048,2048,5,1.62733
4096,2048,5,2.88784
4096,4096,5,5.41965
8192,4096,5,10.525
8192,8192,5,20.7758
16384,8192,5,42.9713
16384,16384,5,89.9873
32768,16384,5,207.973
32768,32768,5,389.377
65536,32768,5,858.312
