width,height,iter,time
8,4,5,0.017728
8,8,5,0.019232
16,8,5,0.017984
16,16,5,0.019456
32,16,5,0.01872
32,32,5,0.020128
64,32,5,0.020896
64,64,5,0.022848
128,64,5,0.023104
128,128,5,0.02832
256,128,5,0.040576
256,256,5,0.053536
512,256,5,0.0896
512,512,5,0.154784
1024,512,5,0.289536
1024,1024,5,0.641632
2048,1024,5,1.13629
2048,2048,5,3.06566
4096,2048,5,4.24458
