width,height,iter,time
81,27,5,0.021472
81,81,5,0.02064
243,81,5,0.02896
243,243,5,0.054208
729,243,5,0.125792
729,729,5,0.339296
2187,729,5,1.06221
2187,2187,5,3.13709
6561,2187,5,9.53491
6561,6561,5,25.3453
19683,6561,5,63.6608
19683,19683,5,175.766
59049,19683,5,473.46
