width,height,iter,time
4,4,5,0.017504
4,8,5,0.01936
8,8,5,0.021216
8,16,5,0.018592
16,16,5,0.019936
16,32,5,0.017824
32,32,5,0.019808
32,64,5,0.020352
64,64,5,0.024224
64,128,5,0.029376
128,128,5,0.036672
128,256,5,0.05376
256,256,5,0.086592
256,512,5,0.154976
512,512,5,0.288192
512,1024,5,0.593408
1024,1024,5,1.07622
1024,2048,5,2.03514
2048,2048,5,4.73757
2048,4096,5,7.78877
4096,4096,5,16.5674
