width,height,iter,time
81,27,5,0.381
81,81,5,0.31529999999999997
243,81,5,0.35409999999999997
243,243,5,0.3364
729,243,5,0.5423
729,729,5,0.5936
2187,729,5,1.1608
2187,2187,5,3.3398
6561,2187,5,9.2409
6561,6561,5,26.9626
19683,6561,5,80.2216
19683,19683,5,193.73
59049,19683,5,584.276
