width,height,iter,time
81,27,5,0.017216
81,81,5,0.018432
243,81,5,0.022976
243,243,5,0.044
729,243,5,0.100256
729,729,5,0.277184
2187,729,5,0.801824
2187,2187,5,2.14858
6561,2187,5,5.85366
6561,6561,5,17.0439
19683,6561,5,53.6116
19683,19683,5,167.24
59049,19683,5,561.169
