width,height,iter,time
128,64,5,0.022592
128,128,5,0.028608
256,128,5,0.038144
256,256,5,0.052352
512,256,5,0.088032
512,512,5,0.154432
1024,512,5,0.288736
1024,1024,5,0.63792
