width,height,iter,time
81,27,5,0.01888
81,81,5,0.02048
243,81,5,0.027904
243,243,5,0.047776
729,243,5,0.109312
729,729,5,0.300224
2187,729,5,0.862848
2187,2187,5,2.55843
6561,2187,5,6.88157
6561,6561,5,18.7618
19683,6561,5,54.5111
19683,19683,5,148.054
59049,19683,5,457.068
