width,height,iter,time
128,64,5,0.018464
128,128,5,0.021312
256,128,5,0.027936
256,256,5,0.040992
512,256,5,0.067424
512,512,5,0.121248
1024,512,5,0.225088
1024,1024,5,0.437952
2048,1024,5,0.857824
2048,2048,5,1.69939
4096,2048,5,3.38394
4096,4096,5,6.03238
8192,4096,5,11.3404
8192,8192,5,22.0206
16384,8192,5,43.3546
16384,16384,5,90.3182
32768,16384,5,204.67
32768,32768,5,380.321
65536,32768,5,793.094
